@relation converted_data
@attribute a01 numeric
@attribute a02 numeric
@attribute a03 numeric
@attribute a04 numeric
@attribute a05 numeric
@attribute a06 numeric
@attribute a07 numeric
@attribute a08 numeric
@attribute a09 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
0.16,1.56,31.22,141.01,106.49,177.41,230.46,0.21,6.68,15.15,140.13,75.3,91.84,0.2,9.57,86.95,97.57,95.19,337.74,0.91,5.08,101.28,193.52,108.03,1.39,32.36,66.94,126.59,328.64,0.82,42.44,216.27,218.96,5.65,29.6,182.65,91.83,8.22,126.06,268.51,6.27,129.11,256.16,32.29,198.38,38.75,411.75,1
0.03,1.83,32.16,101.19,119.31,128.3,198.48,0.18,2.57,19.34,175.92,118.8,125.16,0.22,9.34,58.04,73.09,106.64,257.47,0.33,5.91,113.01,222.57,159.91,1.3,20.47,35.02,176.96,197.24,0.88,44.28,207.75,225.31,3.43,11.8,202.09,47.62,8.22,110.86,237.06,2.08,130.25,344.87,27.04,163.57,37.44,436.96,1
0.05,2.26,26.52,70.57,60.26,128.25,155.77,0.13,1.57,29.52,182.01,127.43,156.32,0.28,7.87,41,12.15,127.32,218.25,0.23,9.57,116.87,224.11,191.01,1.11,14.7,12.57,213.59,159.95,1.48,45.87,206.11,241.17,2.5,10.05,236.06,89.13,8.53,109.25,246.54,2.67,150.05,390.52,26.56,169.8,42.89,475.35,1
0.13,2.45,25.21,66.93,47,57.96,60.89,0.24,4.52,34.27,175.06,260.51,76.68,0.31,7.54,37.74,45.76,60.91,84.37,0.6,11.18,112.26,304.48,83.64,1.08,13.47,32.11,183.67,148.17,1.74,44.12,240.85,101.67,2.3,14.63,217.33,326.87,8.22,119.22,128.67,3.2,140.6,526.21,28.02,100.95,40.47,528.55,1
0.04,1.57,25.61,63.08,25.53,153.77,4.83,0.16,1.47,23.69,170.85,205.3,100.52,0.2,7.9,41.23,27.69,26.97,21.41,0.21,7.58,114.98,301.51,35.93,1.15,15.6,20,145.79,110.45,1.16,46.36,262.16,75.57,2.73,8.87,214.52,362.19,8.76,135.88,149.66,1.86,148.19,642.89,32.7,127.97,43.78,663.99,1
0.13,3,16.31,31.41,139.27,98.82,56.48,0.18,2.59,38.72,150.09,214.18,51.49,0.38,5.46,21.89,155.07,79.88,78.12,0.38,12.69,101.23,242.27,105.84,0.84,9.13,112.19,237.36,155.54,1.98,41.07,195.14,100.62,1.73,50.12,278.78,359.6,7.82,99.29,78.03,10.59,179.64,581.84,23.87,65.42,51.62,584.05,1
0.03,0.68,6.55,59.51,180.48,134.33,164.45,0.08,2.51,29.17,124.08,156.93,40.25,0.09,2.14,34.95,200.21,174.4,120.56,0.33,9.34,76.62,177.34,43.73,0.32,12.52,142.62,313.68,129.6,1.43,29.41,138.32,63.24,2.12,62.29,334.15,297.72,5.4,67.95,85.81,12.88,206.6,517.08,15.9,69.29,58.07,537.05,1
0.05,0.52,12.37,16.38,97.54,166.41,16.38,0.16,3.34,9.15,110.36,138.34,35.69,0.07,3.86,14.64,105.3,134.38,71.97,0.41,3.05,72.82,206.79,70.45,0.56,6.25,71.13,273.63,8.61,0.48,28.86,181.43,127.7,1.16,29.64,307.24,304.08,5.38,93.82,156.14,5.92,192.66,633.23,22.47,116.08,54.33,675.7,1
0.04,0.93,13.57,39.58,56.38,127.98,108.34,0.02,0.76,25.7,173.81,208.87,17.3,0.12,3.99,23.25,44.92,11.36,79.12,0.12,8.13,107.25,278.1,78.35,0.56,8.37,38.51,169.61,117.48,1.24,41,229.24,166.97,1.43,19.48,222.75,311.29,7.49,114.88,203.66,4.4,147.68,541.5,27.06,150.46,42.77,557.44,1
0.02,0.97,9.1,58.11,82.7,31.09,21.49,0.08,1.22,20.86,137.42,76.94,69.92,0.11,2.55,30.02,116.31,182.54,16.27,0.16,6.36,78.37,104.11,103.35,0.35,9.85,88.24,337.97,78.54,0.94,28.51,91.31,93.76,1.57,39.25,336.11,349.48,5.04,47.4,61.16,8.15,198.16,623.12,11.38,30.73,54.14,630.23,1
0.04,1.27,9.85,21.26,142.49,200.15,6.48,0.04,0.88,22.55,126.49,200.94,35.93,0.15,2.75,10.94,149.39,112.58,22.15,0.11,7.15,80.61,238.04,54.98,0.37,3.59,102.38,238.76,76.88,1.08,31.14,185.25,83.87,0.57,43.49,281.35,351.43,5.7,89.82,103.27,8.82,179.29,636.24,20.74,78.18,50.88,650.15,1
0.08,1.05,29.97,95.88,94.02,151.61,227.45,0.17,3.29,17.06,163.75,96.19,96.76,0.13,8.93,58.31,56.1,96.4,291.8,0.45,5.12,110.39,216.4,182.83,1.27,21.38,27.42,152.57,236.07,0.75,44.44,215.86,264.18,3.69,10.07,196.14,23.21,8.38,118.75,280.13,1.98,132.82,351.12,29.43,194.92,39.06,462.87,1
0.13,3.7,39.04,165.52,213.39,48.12,218.03,0.09,0.75,6.74,47.82,75.77,66.12,0.46,11.6,95.78,263.93,147.05,211.35,0.13,1.94,24.61,71.58,52.66,1.65,34.19,200.28,296.49,190.08,0.31,8.63,50.3,23.37,5.8,91.31,332.19,284,1.54,23.72,11.52,19.44,213.42,448.4,5.51,19.77,61.53,467.28,1
0.08,0.77,5.49,22.5,131.38,143.53,14.19,0.04,1.45,13.98,99.27,160.14,52.31,0.09,1.57,13.6,139.08,64.64,33.06,0.18,4.71,70.06,217.36,33.12,0.22,4.96,95.07,262.48,68.27,0.74,28.47,181.18,54.5,0.85,40.28,307.66,358.1,5.36,91.42,90.33,8.16,194.4,664,21.63,75.62,54.94,684.87,1
0.09,1.48,24.86,49.31,42.79,79.85,102.67,0.18,3.63,32.93,223.9,201.17,96.91,0.19,7.5,33.23,67.5,159.22,70.29,0.48,10.39,136.02,248.21,93.71,1.07,12.99,53.58,270.55,87.59,1.58,51.95,210.21,91.49,2.33,24.69,283.33,257.39,9.52,109.09,99.86,5.28,175.55,483.21,26.39,78.58,49.6,516.99,1
0.05,1.41,22.37,72.58,63.69,139.3,9.54,0.13,2.5,20.83,154.02,229.75,84.6,0.17,6.34,39.66,36.57,33.08,26.82,0.31,6.57,94.64,265.38,79.56,0.87,13.6,23.34,146.98,153.86,0.99,36.04,208.41,84.23,2.24,10.81,187.84,403.12,6.56,102.24,101.63,2.37,122.38,631.71,23.83,79.14,35.06,611.48,1
0.09,1.98,11.89,18.35,110.94,170.26,62.67,0.12,2.44,12.44,89.71,166.29,43.69,0.24,3.51,7.17,139.12,131.36,1.53,0.31,4.63,60.79,201.34,69.39,0.5,1.77,102.2,299.32,49.75,0.77,24.49,160.61,85.37,0.22,44.85,339.66,313.48,4.62,79.49,91.8,9.25,213.55,622.82,18.63,68.97,60.3,661.6,1
0.11,2.85,22.95,92.07,175.12,99.82,54.06,0.05,0.67,6.52,10.94,29.07,58.07,0.34,6.79,53.85,212.61,186.56,31.53,0.1,2.28,9.44,28.58,67.11,0.96,19.27,156.04,348.76,96.68,0.37,4.6,22.98,73.54,3.27,69.17,366.08,332,0.97,11.96,66.38,14.43,224.39,597.71,2.93,41.38,62.81,618.02,1
0.12,3.12,20.6,14.6,88.53,133.27,72.37,0.24,4.02,29.59,136.91,73.68,174.74,0.39,6.34,3.17,93.26,149.8,177.63,0.55,10.26,93.28,153.43,198.34,0.93,2.51,78.85,293.42,171.22,1.67,38.26,152.9,228.53,0.67,38.6,338.54,82.4,7.35,85.35,239.18,8.57,219.27,441.25,21.45,174.06,63.29,561.6,1
0.02,1.27,9.75,46.49,163.36,212.6,55.79,0.05,1.02,30.59,124.42,172.51,13.44,0.15,2.61,21.34,175.76,78.97,38.39,0.13,9.52,82.08,205.31,34.61,0.35,6.43,122.67,190.98,78.36,1.42,32.44,164.51,97.02,0.96,52.76,257.94,355.77,6.03,81.85,132.86,10.79,172.75,640.26,19.25,103.07,50.2,654.58,1
0.03,0.06,7.7,21.15,15.81,140.02,51.48,0.08,2.36,1.63,96.92,85.21,61.85,0.01,2.45,14.2,48.5,100.95,109.38,0.28,0.59,60.45,154.1,29.9,0.36,5.49,45.15,294.46,0.73,0.1,23.17,140.09,41.96,0.97,21.65,329.47,343.17,4.23,73.02,82.45,4.65,203.78,703.86,17.5,70.35,56.92,740.95,1
0.09,0.85,25.52,74.03,45.61,100.2,92.34,0.21,3.56,16.41,172.43,166.48,60.87,0.1,7.62,46.24,59.28,68.78,20.44,0.48,4.8,104.48,176.9,57.48,1.08,17.22,47.2,164.55,149.01,0.7,39.87,154.26,20.24,2.99,22.04,193.75,430.27,7.3,83,80.11,4.75,124.79,675.83,20.54,82.39,35.78,652.95,1
0.09,2.18,23.1,52.93,70.78,191.11,33.24,0.15,2.77,33.73,184.32,216.46,68.82,0.28,7.09,33.78,71.59,91.08,41.36,0.38,10.92,118,281.65,104.31,1.03,12.84,52.32,181.85,115.65,1.69,46.31,233.72,142.45,2.27,24.12,231.2,331.32,8.62,118.58,157.24,5.24,153.23,570.03,28.24,115.25,44.48,582.59,1
0.11,2.56,32.87,82.53,13.19,229.3,31.52,0.28,3.94,26.86,166.57,276.9,106.89,0.33,10.15,52.08,11.3,87.45,29.75,0.55,8.83,112.64,328.99,83.35,1.48,19.72,18.62,87.88,20.59,1.39,45.72,265.73,138.2,3.49,11.62,169.55,154.21,8.7,133.92,176.8,2.93,124.24,395.36,31.89,134.87,37.55,456.64,1
0.05,0.43,14.37,26.52,87.67,99.32,32.52,0.16,2.79,12.33,142.32,116.54,35.47,0.06,4.38,18.74,101.3,140.44,7.61,0.35,4.12,89.29,201.63,83.91,0.63,7.4,70.89,294.38,59.27,0.64,34.41,180.47,141.42,1.33,30.19,315.56,311.38,6.31,93.7,162.04,6.11,193.66,594.01,22.46,116.54,54.06,621.65,1
0.1,2.73,23.5,57.74,39.71,180.84,66.37,0.14,3.59,43.42,189.62,241.21,79.09,0.34,7.16,35.03,56.93,72.34,71.3,0.48,14.05,121.06,290.92,128.41,1.04,13.07,53.9,159.37,122.97,2.17,47.54,233.86,160.17,2.3,27.78,214.29,303.78,8.87,116.94,157.37,6.35,145.07,515.66,27.66,108.82,42.57,528.96,1
0.11,2.86,28,116.63,157.84,119.6,11.33,0.22,5.17,39.37,121.29,135.01,76.69,0.35,8.33,67.8,196.82,175.8,12.05,0.67,12.53,72.68,140.91,111.13,1.19,24.25,148.76,280.66,72.35,1.92,27.83,105.67,128.72,4.12,67.5,290.88,236.89,5.14,51.37,101.82,14.32,180.03,425.62,12.05,54.58,50.91,444.18,1
0.04,1.48,19.43,32.1,118.57,155.55,52.84,0.15,1.2,22.2,126.67,109.29,42.08,0.18,5.74,14.64,151.32,182.7,4.32,0.16,7.31,87.8,165.59,60.84,0.81,4.86,109.56,331.22,30.98,1.13,35.9,151.99,106.61,0.83,47.41,358.16,268.08,6.83,81.59,125.22,9.68,223.12,566.08,20.05,91.66,62.95,617.78,1
0.03,0.76,10.77,77.29,189.08,93.98,133.53,0.06,2.29,24.53,92.89,196.09,8.7,0.1,3.18,43.19,202.81,126.5,71.56,0.3,7.91,59.79,190.1,31.55,0.45,14.95,142.04,297.87,100.62,1.21,23.35,136.14,68.81,2.48,61.36,322.64,296.77,4.32,63.78,84.09,12.6,198.46,527.97,14.53,63.07,55.46,544.61,1
0.13,0.61,23.13,96.03,55.02,121.72,60.94,0.15,4.47,3.88,164.76,183.95,45.77,0.08,6.93,59.66,43.92,65.84,37.97,0.6,0.86,102.98,279.92,76.02,0.99,22.06,28.78,153.31,95.07,0.12,39.82,247.92,174.34,3.82,12.65,194.69,314.5,7.34,129.47,223.27,2.69,129.04,568.68,31.26,167.81,37.45,591.59,1
0.04,1.72,20.77,67.64,43.06,101.62,108.35,0.09,1.69,23.07,150.47,234.78,64.21,0.2,5.7,34.66,23.16,31.66,107.93,0.21,6.96,88.72,265.47,111.94,0.76,11.34,9.55,135.18,171.01,1.02,32.91,201.49,178.11,1.81,3.25,161.71,334.75,5.89,96.24,194.44,0.68,102.66,494.06,22.03,134.17,29.04,471.61,1
0.24,5.84,51.38,187.49,219.57,78.96,136.59,0.08,1.35,7.59,12.96,65.25,145.31,0.75,16.16,115.81,285.84,147.48,131.84,0.22,3.24,13.97,29.88,153.3,2.4,43.37,227.96,301.66,108.56,0.6,7.37,8.66,134.03,7.62,107.99,356.06,212.6,1.65,8.82,96.71,23.63,237.39,413.54,3.1,54.63,70.03,470.02,1
0.03,1.96,19.23,24.69,62,152.75,13.97,0.07,0.53,34.84,209.92,208.45,37.13,0.23,5.73,17.96,45.69,117.08,28.45,0.06,10.61,126.2,244.89,41.83,0.81,7.06,32.93,186.67,75.27,1.57,47.58,200.14,104.88,1.26,15.39,217.55,348.93,8.62,101.18,142.88,3.34,141.06,630.69,24.04,110.46,40.59,644.59,1
0.1,0.48,16.45,32.04,41.03,171.5,73.21,0.16,2.36,20.75,179.97,189.65,55.62,0.06,5.41,25,61.69,94.96,43.59,0.32,6.64,118.82,284.41,81.75,0.82,10.31,48.12,207.59,74.39,1.01,47.45,251.33,143.89,1.9,21.62,269.14,291.98,8.92,131.55,183.68,4.5,180.73,577.28,31.84,140.79,52.85,625.47,1
0.23,2.03,20.11,66.13,70.19,165.65,2.97,0.23,6.27,6.8,165.81,61.91,85.87,0.24,6.7,48.94,72.15,151.22,63.26,0.86,2.03,117.07,191.53,127.38,1.03,20.12,47.37,280.99,50.71,0.33,48.69,215.37,191.18,3.73,19.06,332.17,188.8,9.4,126.33,214.67,3.69,217.98,536.85,32.52,157.71,63.34,639.17,1
0.07,0.25,18.44,48.44,49.8,189.14,31.09,0.13,2.11,18.86,197.15,215.56,83.95,0.04,5.83,33.23,57.91,118.05,0.59,0.28,5.99,126.52,302.56,105.48,0.86,12.93,41.65,201.24,26.71,0.91,49.73,263.1,148.91,2.3,17.96,257.76,238.83,9.26,136.9,174.93,3.65,173.45,524.81,33.04,132.07,50.8,585.7,1
0.06,1.65,9.47,44.81,192.82,99.31,50.61,0.09,2.23,24.2,82.54,61.95,34.73,0.19,2.86,25.21,196.52,156.9,12.83,0.29,7.63,51.58,69.51,80.66,0.41,8.8,131.73,321.71,96.48,1.15,20.17,60.27,115.75,1.47,55.17,333.72,348.8,3.76,32.31,95.38,11.09,200.57,606.96,8,49.27,55.31,611.18,1
0.13,0.96,29.96,89.43,68.58,143.35,18.65,0.24,4.47,23.82,193.2,82.11,121.38,0.12,9.36,57.53,37.36,139.39,71.88,0.61,7.31,129.25,218.81,158.63,1.37,21.9,20.05,233.15,40.77,1.09,52.16,225.63,228.59,3.87,8.35,268.32,186.59,9.89,126.68,246.6,1.76,174.77,490.64,31.82,173.88,50.63,568.52,1
0.22,5.54,48.87,172.54,197.76,134.88,179.45,0.09,1.32,7.31,22.95,38.82,41.45,0.69,14.72,102.66,248.92,209.04,158.63,0.19,2.54,13.58,37.13,67.53,2.12,37.42,193.62,317.75,139.97,0.42,5.3,25.55,89.14,6.45,90.03,333.19,235.78,1.01,11.45,79.72,19.45,210.64,401.56,2.55,46.65,60.53,430.74,1
0.05,1.31,15.48,87.21,202.21,114.64,55.4,0.1,2.76,28.8,99.62,149.59,71.91,0.17,4.74,52.22,232.15,106.25,57.42,0.38,9.48,66.21,169.31,90.36,0.69,18.88,168.36,280,126.93,1.48,26.44,131.31,64.73,3.22,74.46,327.15,354.79,4.97,64.29,19.97,15.54,209.94,613.2,15.02,6.57,60.09,628.63,1
0.04,1.46,23.94,51.92,84.61,176.7,0.16,0.21,2.7,28.15,144.72,112.3,37.59,0.18,7.24,32.24,123.64,144.72,42.39,0.37,9.47,102.36,176.41,70.73,1.04,12.1,96.91,292.16,13.91,1.49,42.38,170.1,134.99,2.13,44.33,340.72,278.68,8.14,93.64,154.62,9.41,220.01,605.19,23.33,110.18,63.24,665.26,1
0.1,0.53,32.23,127.82,45.39,221.56,164.68,0.22,4.96,2.97,147.85,184.7,163.62,0.06,9.64,77.04,56.21,125.83,174.92,0.67,0.78,100.72,294.74,175.11,1.37,28.1,43.15,51.1,104.47,0.11,40.9,265.78,220.17,4.83,19.83,123.06,135.09,7.77,140.6,248.23,4.25,97.39,428.01,34.25,182.68,30.34,505.37,1
0.01,1.07,13.56,28.59,103.29,188.04,38.43,0.03,1.24,33.04,160.84,149.45,37.6,0.13,3.8,14.7,114.98,198.63,31.75,0.15,10.21,101.88,208.05,99.39,0.52,5.04,82.64,284.59,110.51,1.52,39.45,177.69,92.08,0.85,36.4,293.52,343.87,7.25,91.14,54.35,7.58,180.7,595.35,21.78,35.51,50.78,605.58,1
0.07,1.81,11.58,25.94,116.89,186.03,40.04,0.1,2.17,28.89,123.93,204.77,73.02,0.22,3.67,16.95,121.85,132.66,35.99,0.29,9.21,80.27,229.81,60.02,0.54,6.63,85.43,235.48,90.22,1.4,31.48,177.58,77.79,1.2,37.18,258.82,364.65,5.84,86.64,106.16,7.7,161.07,624.67,20.18,86.06,45.28,621.78,1
0.08,0.68,27.22,113.12,94.99,185.03,25.88,0.17,3.48,25.04,153.44,133.22,230.93,0.09,8.16,63.52,74.09,26.63,111.91,0.45,7.67,106.27,211.27,233.47,1.16,22.33,44.91,175.47,163.26,1.14,43.48,196.26,255.85,3.76,18.23,250.72,24.66,8.29,106.37,261.93,3.64,171.01,337.67,26.32,182.66,50.19,461.22,1
0.06,0.82,9.37,51.61,28.46,189.04,57.85,0.04,1.87,7.05,137.65,249.72,85.61,0.09,2.85,31.34,21.87,34.97,29.34,0.24,1.98,84.06,308.04,38.11,0.41,11.32,12.76,136.78,105.37,0.28,31.69,243.72,130.54,1.92,5.03,193.02,348.88,5.72,119.12,183.98,1,128.5,606.1,27.63,140.67,37.04,613.18,1
0.27,6.76,58.54,194.19,218.92,121.73,75.2,0.06,1.07,7.84,5.57,81.92,6.05,0.87,18.36,122.58,287.53,155.7,85.74,0.16,2.83,7.91,54.94,87.15,2.72,46.51,232.53,265.15,93.74,0.48,4.45,33.91,126.59,8.24,111.41,322.21,224.75,1.02,15.95,111,24.58,221.44,441.1,3.83,62.97,66.53,497.81,1
0.12,1.13,23.98,65.05,60.05,107.98,106.52,0.18,3.87,21.46,198.07,76.87,168.84,0.15,7.5,43.77,44.04,135.95,154.29,0.52,6.86,127.12,197.71,186.3,1.1,17.03,29.98,257.09,109.64,1.06,50.06,202.29,224.21,3.05,14.05,286.61,131.82,9.35,113.02,230.23,3.14,182.37,444.42,28.29,161.52,52.15,532.55,1
0.06,1.69,35.4,123.77,34.66,95.02,75.34,0.23,3.8,5.78,134.38,196.12,131.56,0.2,10.16,69.16,30.83,61.27,6.95,0.49,1.99,88.37,257.4,185.06,1.41,24.06,19.47,182.94,11.97,0.32,35.29,216.11,242.86,4.01,8.05,216.28,184.61,6.64,110.56,249.87,1.63,138.64,417.46,26.46,171.54,39.59,466.4,1
0.06,1.13,9.47,75.41,99.05,111.94,94.52,0.11,3.78,40.05,143.85,124.31,149.32,0.14,2.78,41,150.13,177.34,109.39,0.49,12.5,87.06,154.11,179.59,0.39,14.01,117.65,300.07,32.75,1.88,33.07,124.7,187.82,2.31,53.46,308.82,192.7,6.03,62.33,152.99,11.27,188.06,442.35,14.71,89.01,52.49,483.59,1
0.08,1.81,25.37,72.15,80.54,198.27,87.29,0.14,3.37,10.95,55.36,76.53,32.01,0.22,7.36,44.07,125.82,44.25,143.57,0.42,2.84,34.27,105.15,54.1,1.03,16.15,99.95,274.18,30.79,0.39,13.39,91.28,36.88,2.78,45.92,340.28,330.14,2.5,47.49,6.5,9.76,219.73,723,11.46,10.53,62.73,777.86,1
0.11,2.62,20.78,36.99,111.09,135.86,56.38,0.2,2.33,29.56,143.67,72.01,156.87,0.34,6.6,24.09,131.06,142.59,150.17,0.35,10.19,97.81,150.58,200.97,0.98,9.46,97.11,305.6,121.06,1.64,39.96,149.45,238.28,1.72,43.47,340.33,131.12,7.64,82.74,218.93,9.14,213.99,456.62,20.65,138.87,60.64,546.04,1
0.01,1.21,19.6,35.85,74.8,159.65,125,0.09,1.19,21.06,143.79,70.39,132.34,0.15,5.71,23.04,77.47,156.66,215.93,0.14,6.67,93.7,159.89,197.25,0.8,8.59,53.86,280.92,137.1,1.01,36.92,158.12,245.41,1.48,22.98,302,172.13,6.86,86.15,233.74,4.66,186.51,522.47,21.19,152.3,52.27,598.26,1
0.04,1.34,22.21,134.43,231.78,111.55,138,0.06,1.71,12.82,24.28,47.18,62.12,0.16,6.28,72.25,254.23,179.7,110.09,0.22,4.18,17.49,36.82,117.48,0.86,24.43,178.97,307.48,131.86,0.65,7.58,27.05,141.95,3.99,77.51,323.04,291.79,1.52,13.88,116.41,15.94,199.35,491.29,3.45,63.58,56.06,503.9,1
0.14,0.17,24.75,74.93,46.92,207.38,15.49,0.2,3.88,13.64,150.75,124.32,52.11,0.02,7.99,51.72,28.42,152.61,55.35,0.55,4.01,109.1,260.5,103.51,1.2,20.41,13.7,196.47,5.71,0.57,45.81,255.57,189.15,3.69,4.74,242.69,251.99,8.88,140.7,237.84,0.87,164.75,582.64,35.01,181.23,48.68,654.56,1
0.15,1.49,16.33,58.94,17.48,212.09,27.15,0.14,4.29,9.95,144.25,135.75,120.93,0.18,5.52,44.28,17.72,151.68,96.3,0.59,3.61,101.46,264.47,146.2,0.85,17.99,15.5,227.07,64.74,0.6,41.89,254.13,195.68,3.29,8.55,271.15,192.57,8.03,138.3,229.78,2.1,178.79,534.08,34.17,173.49,51.97,622.37,1
0.03,0.66,6.07,45.05,25.59,120.16,37.91,0.05,1.88,20.29,150.46,105.35,140.27,0.08,2.02,23.83,56.31,166.26,152.46,0.24,6.86,94.47,185.38,177.13,0.3,8.08,57.55,298.38,113.05,1.08,36.49,168.22,214.26,1.33,29.03,320.21,173.06,6.71,88.1,207.54,6.44,198.85,524.42,21.22,137.75,56.01,607.64,1
0.11,1.2,24.53,97.51,99.91,131.44,135.42,0.16,4.1,17.5,142.89,90.23,137.6,0.15,7.39,57.37,63.59,122.03,229.96,0.54,5.45,98,204.61,179.61,1.06,20.67,32.38,230.86,187.64,0.82,39.79,203.97,261.43,3.53,11.68,261.35,83.86,7.54,112.34,284.91,2.18,166.52,428.73,27.87,199.85,47.53,533.09,1
0.01,0.39,17.77,70.3,82.04,137.55,34.42,0.06,1.82,14.71,172.3,286.51,59.75,0.05,4.97,39.21,58.04,12.02,35.01,0.22,4.5,102,319.3,62.11,0.68,13.51,32.33,156.81,119.41,0.67,37.91,245.4,43.57,2.22,12.33,199.4,345.92,6.79,118.84,73.09,2.37,129.34,579.48,27.48,68.28,36.96,579.87,1
0.06,2.66,24.2,51.85,37.06,174.15,1.48,0.14,2.02,38.07,171.43,195.13,103.36,0.33,7.48,32.64,39.95,123.68,7.73,0.28,12.26,114.55,272.03,95.56,1.09,12.32,39.21,198.59,94.98,1.89,45.97,231.4,138.71,2.17,20.7,234.34,331.4,8.67,118.7,174.41,4.79,153.34,587.6,28.42,133.14,44.42,604.12,1
0.04,0.43,16.78,49.22,96.77,53.88,51.41,0.15,3.35,15.03,130.02,152.92,38.49,0.06,4.86,29.11,84.29,136.86,37.8,0.41,4.58,81.93,223.52,28.2,0.68,10.43,51.58,287.72,120.4,0.67,31.48,190.16,84,1.76,20.35,297.66,361.87,5.75,96.41,126.93,3.93,178.7,613.51,22.81,101.48,49.26,616.07,1
0.13,1.73,13.4,78.07,22.3,200.94,51.94,0.1,3.22,4.28,154.35,212.74,89.09,0.21,4.34,49.45,14.61,87.74,17.59,0.45,0.86,102.4,320.49,96.92,0.65,18.56,9.54,125.69,48.69,0.09,40.84,282.51,167.42,3.25,4.63,199.79,271.7,7.66,147.5,221.29,1.08,142.1,564.7,35.64,171.88,42.49,619.55,1
0.05,1.36,11.99,87.38,206.88,41.11,22.38,0.03,0.52,12.45,72.94,119.13,103.12,0.16,3.44,45.87,219.79,136.83,2.41,0.07,3.72,40.14,106.56,143.2,0.47,15.22,149.98,299.82,87.52,0.55,14.37,71.01,139.06,2.45,63.32,317.18,340.18,2.52,31.66,100.93,12.78,192.83,597.4,7,51.74,53.53,603.14,1
0.33,7.82,63.71,200.56,183.35,94.62,169.65,0.24,3.12,7.75,22.28,99.65,106.89,1.01,20.1,127.03,262.14,150.69,191.92,0.47,3.73,5.4,72.32,121.49,3,48.53,220.49,277.49,163.49,0.73,1.73,37.78,111.21,8.66,108.08,328.58,224.55,0.64,12.77,80.81,24.19,223.2,380.7,2.16,42.78,66.83,425.48,1
0.05,1.04,5.81,32.71,131.11,98.8,98.9,0.1,2.12,19.27,111.37,190.86,43.21,0.13,1.97,18.62,144.12,105.75,60.11,0.27,6.4,70.3,222.7,65.15,0.3,6.65,100.54,285.62,118.36,1,27.16,172.31,102.6,1.13,43.17,311.01,345.69,4.99,83.46,117.31,8.82,190.55,594.12,19.29,86.23,53.04,601.37,1
0.08,2.71,27.14,38.93,91.28,92.43,41.83,0.2,3.1,40.48,206.82,149.21,11.78,0.34,8.24,27.41,90.33,70.05,76.3,0.42,13.1,130.41,232.46,38.47,1.19,10.92,64.36,212.15,160.03,2.02,50.91,207.1,102.43,1.98,28.84,254.33,370.21,9.46,108.66,135.78,6.13,165.12,597.58,26.33,104.47,47.57,598.79,1
0.33,7.43,59.42,191.26,211.53,59.7,168.82,0.05,1.35,13.78,50.01,48.34,128.96,0.96,18.83,121.15,276.34,129.85,200.45,0.17,4.07,27.98,51.88,132.19,2.81,46.2,224.39,273.42,192.24,0.59,10.07,38.67,104.76,8.23,108.05,331.35,279.47,1.77,18.32,63.59,23.94,225.17,449.16,4.17,27.77,67.23,481.86,1
0.1,2.45,18.06,44.68,84.68,65.02,39.44,0.23,3.33,26.67,162.05,101.88,176.19,0.32,5.95,29.2,118.36,149.58,68.41,0.46,9.65,106.13,142.99,161.27,0.91,11.53,100.16,323.02,65.54,1.6,42.65,136.77,165.68,2.11,48.33,360.51,176.99,8.09,76.3,165.94,10.62,228.94,513.54,19.25,118.84,65.42,604.82,1
0.03,1.45,20.14,47.7,49.82,186.08,22.76,0.09,0.97,23.8,161.45,174.98,87.19,0.18,6.07,29.73,57.27,154.41,51.9,0.13,7.7,106.39,262.52,116.25,0.87,10.95,40.41,247.71,28.31,1.18,42.12,227.55,154.96,1.88,17.41,271.88,290.31,7.85,117.05,174.81,3.56,170.97,581.54,27.97,128.2,48.45,616.64,1
0.05,0.8,2.04,33.95,132.19,168.47,16.21,0.03,0.83,16.59,111.15,219.38,65.55,0.09,0.56,18.61,152.15,23.92,12.14,0.11,5.35,69.03,237.79,14.63,0.08,6.38,108.22,223.06,110.42,0.82,26.25,176.71,52.46,1.05,46.85,277.79,376.24,4.76,83.43,88.85,9.6,178.85,649.26,18.97,71.36,50.91,654.01,1
0.04,0.16,13.77,47.82,76.62,119.28,18.32,0.08,1.62,11.78,140.82,153.81,34.36,0.02,4.03,27.82,71.67,148.91,3.24,0.2,3.69,88.73,230.93,64.65,0.56,9.85,44.76,283.17,86.33,0.55,34.04,198.29,115.61,1.65,17.72,293.46,345.21,6.2,100.91,144.04,3.42,176.73,614.16,23.91,108.32,48.8,624.4,1
